phantom_size,density,insert_sizes,ground_truth_mass_hd,predicted_mass_hd,ground_truth_mass_md,predicted_mass_md,ground_truth_mass_ld,predicted_mass_ld
Medium1,Density3,Small,1.4066481106448299,1.8177626886287328,0.28981192229365843,0.5526101393390797,0.19085175370557994,0.4388528760830151
Large1,Density1,Large,140.84152565124742,125.0283474968843,17.848173263207013,18.78468739478695,6.538439710283757,7.97305122937264
Large1,Density1,Medium,50.702949234449065,46.716455634014864,6.425342374754525,7.577172699598903,2.353838295702152,2.7987862308141698
Large1,Density1,Small,5.6336610260498965,6.276540659029536,0.7139269305282805,1.079075047946217,0.2615375884113503,0.46953887488613183
Large1,Density2,Large,71.21597846606362,68.39977943211524,8.482300164692441,10.262890366039247,5.654866776461628,6.135518888516792
Large1,Density2,Medium,25.637752247782906,25.546143550519574,3.053628059289279,3.4371705590611135,2.035752039526186,2.6788513488912864
Large1,Density2,Small,2.848639138642545,3.3962342518324733,0.33929200658769765,0.6375667885251965,0.2261946710584651,-5.407310703366941
Large1,Density3,Large,35.16620276612075,33.74999999404874,7.24529805734146,8.113126566419755,4.771293842639499,5.550381195325049
Large1,Density3,Medium,12.65983299580347,12.0862257144707,2.6083073006429256,3.2578780072484355,1.7176657833502196,3.6497499742744455
Large1,Density3,Small,1.4066481106448299,0.4649572934677193,0.28981192229365843,0.9030421462513831,0.19085175370557994,0.2792298976246554
